#  This is a square hat filter or beter known as a La PLacian filter.

3 3

points[11][11] = 

-0.5000  -0.5000  -0.0343 
-0.5000  -0.4000  -0.0654 
-0.5000  -0.3000  -0.1020 
-0.5000  -0.2000  -0.1331 
-0.5000  -0.1000  -0.1513 
-0.5000  0.0000  -0.1568 
-0.5000  0.1000  -0.1513 
-0.5000  0.2000  -0.1331 
-0.5000  0.3000  -0.1020 
-0.5000  0.4000  -0.0654 
-0.5000  0.5000  -0.0343 

-0.4000  -0.5000  -0.0654 
-0.4000  -0.4000  -0.1142 
-0.4000  -0.3000  -0.1568 
-0.4000  -0.2000  -0.1723 
-0.4000  -0.1000  -0.1628 
-0.4000  0.0000  -0.1542 
-0.4000  0.1000  -0.1628 
-0.4000  0.2000  -0.1723 
-0.4000  0.3000  -0.1568 
-0.4000  0.4000  -0.1142 
-0.4000  0.5000  -0.0654 

-0.3000  -0.5000  -0.1020 
-0.3000  -0.4000  -0.1568 
-0.3000  -0.3000  -0.1684 
-0.3000  -0.2000  -0.1041 
-0.3000  -0.1000  0.0000 
-0.3000  0.0000  0.0518 
-0.3000  0.1000  0.0000 
-0.3000  0.2000  -0.1041 
-0.3000  0.3000  -0.1684 
-0.3000  0.4000  -0.1568 
-0.3000  0.5000  -0.1020 

-0.2000  -0.5000  -0.1331 
-0.2000  -0.4000  -0.1723 
-0.2000  -0.3000  -0.1041 
-0.2000  -0.2000  0.1144 
-0.2000  -0.1000  0.3861 
-0.2000  0.0000  0.5121 
-0.2000  0.1000  0.3861 
-0.2000  0.2000  0.1144 
-0.2000  0.3000  -0.1041 
-0.2000  0.4000  -0.1723 
-0.2000  0.5000  -0.1331 

-0.1000  -0.5000  -0.1513 
-0.1000  -0.4000  -0.1628 
-0.1000  -0.3000  0.0000 
-0.1000  -0.2000  0.3861 
-0.1000  -0.1000  -0.8340 
-0.1000  0.0000  -1.0369 
-0.1000  0.1000  -0.8340 
-0.1000  0.2000  0.3861 
-0.1000  0.3000  0.0000 
-0.1000  0.4000  -0.1628 
-0.1000  0.5000  -0.1513 

0.0000  -0.5000  -0.1568 
0.0000  -0.4000  -0.1542 
0.0000  -0.3000  0.0518 
0.0000  -0.2000  0.5121 
0.0000  -0.1000  -1.0369 
0.0000  0.0000  -1.2732 
0.0000  0.1000  -1.0369 
0.0000  0.2000  0.5121 
0.0000  0.3000  0.0518 
0.0000  0.4000  -0.1542 
0.0000  0.5000  -0.1568 

0.1000  -0.5000  -0.1513 
0.1000  -0.4000  -0.1628 
0.1000  -0.3000  0.0000 
0.1000  -0.2000  0.3861 
0.1000  -0.1000  -0.8340 
0.1000  0.0000  -1.0369 
0.1000  0.1000  -0.8340 
0.1000  0.2000  0.3861 
0.1000  0.3000  0.0000 
0.1000  0.4000  -0.1628 
0.1000  0.5000  -0.1513 

0.2000  -0.5000  -0.1331 
0.2000  -0.4000  -0.1723 
0.2000  -0.3000  -0.1041 
0.2000  -0.2000  0.1144 
0.2000  -0.1000  0.3861 
0.2000  0.0000  0.5121 
0.2000  0.1000  0.3861 
0.2000  0.2000  0.1144 
0.2000  0.3000  -0.1041 
0.2000  0.4000  -0.1723 
0.2000  0.5000  -0.1331 

0.3000  -0.5000  -0.1020 
0.3000  -0.4000  -0.1568 
0.3000  -0.3000  -0.1684 
0.3000  -0.2000  -0.1041 
0.3000  -0.1000  0.0000 
0.3000  0.0000  0.0518 
0.3000  0.1000  0.0000 
0.3000  0.2000  -0.1041 
0.3000  0.3000  -0.1684 
0.3000  0.4000  -0.1568 
0.3000  0.5000  -0.1020 

0.4000  -0.5000  -0.0654 
0.4000  -0.4000  -0.1142 
0.4000  -0.3000  -0.1568 
0.4000  -0.2000  -0.1723 
0.4000  -0.1000  -0.1628 
0.4000  0.0000  -0.1542 
0.4000  0.1000  -0.1628 
0.4000  0.2000  -0.1723 
0.4000  0.3000  -0.1568 
0.4000  0.4000  -0.1142 
0.4000  0.5000  -0.0654 

0.5000  -0.5000  -0.0343 
0.5000  -0.4000  -0.0654 
0.5000  -0.3000  -0.1020 
0.5000  -0.2000  -0.1331 
0.5000  -0.1000  -0.1513 
0.5000  0.0000  -0.1568 
0.5000  0.1000  -0.1513 
0.5000  0.2000  -0.1331 
0.5000  0.3000  -0.1020 
0.5000  0.4000  -0.0654 
0.5000  0.5000  -0.0343 

