3 3

points[12][12] =

-1.000000 -1.000000 0.526188 1.0
-1.000000 -0.833333 0.179938 1.0
-1.000000 -0.666667 0.316031 1.0
-1.000000 -0.500000 0.547344 1.0
-1.000000 -0.333333 0.970344 1.0
-1.000000 -0.166667 0.175844 1.0
-1.000000 0.000000 0.719063 1.0
-1.000000 0.166667 0.231844 1.0
-1.000000 0.333333 0.506625 1.0
-1.000000 0.500000 0.127688 1.0
-1.000000 0.666667 0.085906 1.0
-1.000000 0.833333 0.398969 1.0
-0.833333 -1.000000 0.283875 1.0
-0.833333 -0.833333 0.376875 1.0
-0.833333 -0.666667 1.007031 1.0
-0.833333 -0.500000 0.548219 1.0
-0.833333 -0.333333 0.784031 1.0
-0.833333 -0.166667 0.661969 1.0
-0.833333 0.000000 0.785531 1.0
-0.833333 0.166667 0.798937 1.0
-0.833333 0.333333 0.842688 1.0
-0.833333 0.500000 0.155562 1.0
-0.833333 0.666667 0.640469 1.0
-0.833333 0.833333 0.322219 1.0
-0.666667 -1.000000 0.355219 1.0
-0.666667 -0.833333 0.939187 1.0
-0.666667 -0.666667 0.532219 1.0
-0.666667 -0.500000 0.410781 1.0
-0.666667 -0.333333 0.621313 1.0
-0.666667 -0.166667 0.804250 1.0
-0.666667 0.000000 0.953875 1.0
-0.666667 0.166667 0.890781 1.0
-0.666667 0.333333 0.887312 1.0
-0.666667 0.500000 0.690688 1.0
-0.666667 0.666667 0.776594 1.0
-0.666667 0.833333 0.595844 1.0
-0.500000 -1.000000 0.398562 1.0
-0.500000 -0.833333 0.364156 1.0
-0.500000 -0.666667 0.205031 1.0
-0.500000 -0.500000 0.846750 1.0
-0.500000 -0.333333 0.425875 1.0
-0.500000 -0.166667 0.474625 1.0
-0.500000 0.000000 1.002656 1.0
-0.500000 0.166667 0.129469 1.0
-0.500000 0.333333 0.217719 1.0
-0.500000 0.500000 0.981437 1.0
-0.500000 0.666667 0.755156 1.0
-0.500000 0.833333 0.418844 1.0
-0.333333 -1.000000 0.798813 1.0
-0.333333 -0.833333 0.776062 1.0
-0.333333 -0.666667 0.979781 1.0
-0.333333 -0.500000 0.028750 1.0
-0.333333 -0.333333 0.326375 1.0
-0.333333 -0.166667 0.775094 1.0
-0.333333 0.000000 0.248812 1.0
-0.333333 0.166667 0.603688 1.0
-0.333333 0.333333 0.044437 1.0
-0.333333 0.500000 0.978969 1.0
-0.333333 0.666667 0.326781 1.0
-0.333333 0.833333 0.060781 1.0
-0.166667 -1.000000 0.452469 1.0
-0.166667 -0.833333 0.936969 1.0
-0.166667 -0.666667 0.585969 1.0
-0.166667 -0.500000 0.121688 1.0
-0.166667 -0.333333 0.583438 1.0
-0.166667 -0.166667 0.258094 1.0
-0.166667 0.000000 0.507750 1.0
-0.166667 0.166667 0.242406 1.0
-0.166667 0.333333 0.488406 1.0
-0.166667 0.500000 0.415812 1.0
-0.166667 0.666667 0.893938 1.0
-0.166667 0.833333 0.437188 1.0
0.000000 -1.000000 0.366812 1.0
0.000000 -0.833333 0.391125 1.0
