# CS668 lab 2
# from Myron's program
# Myron Ahn 1-28-92
# b-spline description of the TA and professor of cs668
# yet another desperate attempt to raise my grade

# extended to 3D 3/18/92
# this looks really good if you kick up the u-resolution
# or number of u-gridlines

# order
2 4
v_knots[46] = 
      0.000000
      0.000000
      0.000000
      0.000000
      1.000000
      2.000000
      3.000000
      4.000000
      5.000000
      6.000000
      7.000000
      8.000000
      9.000000
      10.000000
      11.000000
      12.000000
      13.000000
      14.000000
      15.000000
      16.000000
      17.000000
      18.000000
      19.000000
      20.000000
      21.000000
      22.000000
      23.000000
      24.000000
      25.000000
      26.000000
      27.000000
      28.000000
      29.000000
      30.000000
      31.000000
      32.000000
      33.000000
      34.000000
      35.000000
      36.000000
      37.000000
      38.000000
      39.000000
      39.000000
      39.000000
      39.000000

# data points
points[2][42] = 
-0.692646  -0.140910  0.1
-0.522948  0.057035  0.1
-0.429441  0.285175  0.1
-0.470999  0.590480  0.1
-0.616455  0.348920  0.1
-0.644161  0.150975  0.1
-0.626845  0.026840  0.1
-0.543727  -0.104005  0.1
-0.474463  -0.144265  0.1
-0.380955  -0.050325  0.1
-0.429441  0.040260  0.1
-0.429441  0.040260  0.1
-0.429441  0.040260  0.1
-0.183551  0.043615  0.1
-0.138529  0.100650  0.1
-0.218184  0.157685  0.1
-0.308228  0.077165  0.1
-0.322080  -0.030195  0.1
-0.238963  -0.107360  0.1
-0.103897  -0.114070  0.1
0.013853  -0.023485  0.1
0.148919  0.281820  0.1
0.110823  0.647515  0.1
-0.038096  0.342210  0.1
-0.020779  0.134200  0.1
0.110823  -0.124135  0.1
0.266669  -0.147620  0.1
0.367102  0.036905  0.1
0.484852  0.318725  0.1
0.450220  0.627385  0.1
0.308228  0.372405  0.1
0.290911  0.144265  0.1
0.439830  -0.137555  0.1
0.595676  -0.117425  0.1
0.678793  -0.020130  0.1
0.723815  0.134200  0.1
0.637234  0.194590  0.1
0.561043  0.104005  0.1
0.550654  -0.030195  0.1
0.661477  -0.117425  0.1
0.800006  -0.161040  0.1
0.893513  -0.097295  0.1

-0.692646  -0.140910  -0.1
-0.522948  0.057035  -0.1
-0.429441  0.285175  -0.1
-0.470999  0.590480  -0.1
-0.616455  0.348920  -0.1
-0.644161  0.150975  -0.1
-0.626845  0.026840  -0.1
-0.543727  -0.104005  -0.1
-0.474463  -0.144265  -0.1
-0.380955  -0.050325  -0.1
-0.429441  0.040260  -0.1
-0.429441  0.040260  -0.1
-0.429441  0.040260  -0.1
-0.183551  0.043615  -0.1
-0.138529  0.100650  -0.1
-0.218184  0.157685  -0.1
-0.308228  0.077165  -0.1
-0.322080  -0.030195  -0.1
-0.238963  -0.107360  -0.1
-0.103897  -0.114070  -0.1
0.013853  -0.023485  -0.1
0.148919  0.281820  -0.1
0.110823  0.647515  -0.1
-0.038096  0.342210  -0.1
-0.020779  0.134200  -0.1
0.110823  -0.124135  -0.1
0.266669  -0.147620  -0.1
0.367102  0.036905  -0.1
0.484852  0.318725  -0.1
0.450220  0.627385  -0.1
0.308228  0.372405  -0.1
0.290911  0.144265  -0.1
0.439830  -0.137555  -0.1
0.595676  -0.117425  -0.1
0.678793  -0.020130  -0.1
0.723815  0.134200  -0.1
0.637234  0.194590  -0.1
0.561043  0.104005  -0.1
0.550654  -0.030195  -0.1
0.661477  -0.117425  -0.1
0.800006  -0.161040  -0.1
0.893513  -0.097295  -0.1
