54
-0.701271 0.132711 0
-0.738092 -0.125032 0
-1.0572 -0.33368 0
-1.53587 -0.247766 0
-1.58496 0.181805 0
-1.63405 0.611376 0
-1.42541 0.856845 0
-1.11857 0.942759 0
-0.713545 0.942759 0
-0.455802 0.844572 0
-0.198059 0.672743 0
-0.00168413 0.402727 0
0.133324 -0.0759378 0
0.12105 -0.701884 0
-0.2717 -1.03327 0
-0.713545 -1.25419 0
-1.42541 -1.31556 0
-1.95316 -1.19282 0
-2.40728 -0.419595 0
-2.50547 0.0836172 0
-2.50547 0.464094 0
-2.45638 0.942759 0
1.65523 1.00413 0
-1.87952 1.58098 0
-1.43768 1.72826 0
-0.90992 1.77735 0
-0.541716 1.86327 0
-0.308521 2.08419 0
-0.2717 2.5874 0
-0.443529 2.98015 0
-0.738092 3.27472 0
-1.00811 3.422 0
-1.2904 3.67974 0
-1.46223 3.28699 0
-1.11857 2.36648 0
-1.09402 1.851 0
-1.09402 1.51961 0
-1.09402 1.15141 0
-1.08175 0.807751 0
-1.06948 0.304539 0
-1.04493 -0.223219 0
-0.848553 -0.701884 0
-0.136692 -1.24192 0
-1.00811 -1.59785 0
-1.17994 -1.74513 0
-1.35176 -1.83104 0
-1.69542 -1.53648 0
-1.76906 -1.08236 0
-1.78134 -0.89826 0
-1.59723 -0.714158 0
-1.22903 -0.996447 0
-1.35176 -1.18055 0
-1.49905 -1.31556 0
-1.67087 -1.35238 0
